temp 0.1,temp 0.33,temp 0.66,temp 1
0.12169312169312167,0.19014084507042253,0.14049586776859505,0.16993464052287582
0.16097560975609754,0.16363636363636366,0.15942028985507245,0.20512820512820512
0.2,0.2,0.2,0.2388059701492537
0.16192560175054704,0.17424242424242425,0.13612565445026178,0.136
0.15217391304347827,0.15328467153284672,0.16494845360824742,0.1794871794871795
0.14960629921259844,0.18396226415094336,0.16541353383458646,0.1566265060240964
0.25287356321839083,0.1414790996784566,0.136,0.16296296296296298
0.15217391304347827,0.15217391304347827,0.1267605633802817,0.2125
0.18781725888324874,0.16981132075471694,0.1724137931034483,0.2021857923497268
0.2,0.13548387096774195,0.26582278481012656,0.22641509433962265
0.1643835616438356,0.11688311688311688,0.14942528735632185,0.1625615763546798
0.2295081967213115,0.18023255813953487,0.22709163346613545,0.21495327102803735
0.18292682926829268,0.16167664670658682,0.2,0.15771812080536912
0.1686746987951807,0.17525773195876287,0.17525773195876287,0.21348314606741567
0.13793103448275862,0.13793103448275862,0.17857142857142858,0.13793103448275862
0.2076923076923077,0.18085106382978725,0.18617021276595744,0.21739130434782608
0.19375,0.12087912087912088,0.14545454545454545,0.19607843137254904
0.15,0.14096916299559473,0.15671641791044774,0.15942028985507245
0.2073170731707317,0.1811023622047244,0.2073170731707317,0.21
0.19285714285714287,0.16666666666666666,0.18604651162790695,0.15384615384615385
0.16551724137931034,0.14864864864864866,0.13043478260869565,0.203125
0.20408163265306126,0.20408163265306126,0.22340425531914893,0.19047619047619047
0.17045454545454544,0.18848167539267016,0.18421052631578946,0.14285714285714285
0.1347517730496454,0.18796992481203006,0.19444444444444445,0.17894736842105266
0.20192307692307693,0.1386861313868613,0.16037735849056606,0.14285714285714285
0.10714285714285714,0.1153846153846154,0.13253012048192772,0.21568627450980396
0.2,0.13761467889908258,0.21794871794871795,0.17142857142857146
0.19327731092436976,0.1807909604519774,0.21153846153846154,0.2097902097902098
0.18181818181818185,0.18181818181818185,0.2037037037037037,0.08823529411764706
0.2,0.2,0.2,0.2346938775510204
0.16071428571428573,0.17692307692307693,0.1153846153846154,0.08064516129032258
0.15384615384615385,0.1553398058252427,0.16842105263157894,0.16666666666666666
0.1450980392156863,0.17032967032967036,0.19047619047619047,0.15139442231075698
0.15833333333333333,0.18,0.17045454545454544,0.19540229885057472
0.125,0.12931034482758622,0.22058823529411764,0.1271186440677966
0.14414414414414414,0.15730337078651685,0.15753424657534246,0.16161616161616166
0.17567567567567569,0.19444444444444445,0.19117647058823528,0.19718309859154928
0.16666666666666666,0.2288135593220339,0.14583333333333334,0.17857142857142858
0.2087912087912088,0.18468468468468469,0.2065217391304348,0.171875
0.11864406779661014,0.1346153846153846,0.1506849315068493,0.10294117647058824
0.21428571428571427,0.21428571428571427,0.17829457364341084,0.21212121212121213
0.16477272727272727,0.1566265060240964,0.14414414414414414,0.15333333333333332
0.15196078431372548,0.16546762589928055,0.15,0.17886178861788618
0.14906832298136646,0.14285714285714285,0.18181818181818185,0.16463414634146342
0.15151515151515152,0.15151515151515152,0.15577889447236182,0.17796610169491525
0.1875,0.1875,0.1875,0.1875
0.1839080459770115,0.10714285714285714,0.128,0.1981981981981982
0.20895522388059698,0.18471337579617836,0.16393442622950818,0.1217391304347826
0.2556390977443609,0.17123287671232876,0.15555555555555556,0.1891891891891892
0.2127659574468085,0.2127659574468085,0.15270935960591134,0.140625
0.15151515151515152,0.1619718309859155,0.18055555555555555,0.2058823529411765
0.15254237288135594,0.19617224880382772,0.16455696202531644,0.19333333333333333
0.125,0.125,0.15671641791044774,0.125
0.15625,0.16666666666666666,0.171875,0.125
0.13675213675213674,0.12941176470588234,0.1774193548387097,0.2196969696969697
0.14814814814814814,0.2368421052631579,0.1702127659574468,0.22916666666666666
0.1951219512195122,0.21212121212121213,0.17647058823529413,0.22131147540983606
0.16,0.2727272727272727,0.2727272727272727,0.2727272727272727
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.22448979591836732,0.15217391304347827,0.16161616161616166,0.16818181818181818
0.16161616161616166,0.15384615384615385,0.1914893617021277,0.16666666666666666
0.19014084507042253,0.2325581395348837,0.18497109826589594,0.21739130434782608
0.13793103448275862,0.17857142857142858,0.13793103448275862,0.17857142857142858
0.18181818181818185,0.13636363636363635,0.17525773195876287,0.17142857142857146
0.1900826446280992,0.15517241379310345,0.10909090909090907,0.19607843137254904
0.16666666666666666,0.17543859649122806,0.2222222222222222,0.1851851851851852
0.13333333333333333,0.17209302325581394,0.23008849557522126,0.1875
0.18181818181818185,0.20689655172413796,0.15730337078651685,0.18803418803418806
